"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","8550","Verify register a new user with success","Automation Exercise - Register User","Sun Mar 08 02:26:28 UTC 2026","passed","Sun Mar 08 02:26:36 UTC 2026","","","",""
