"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","18571","Verify register a new user with success","Automation Exercise - Register User","Sun Mar 08 01:54:03 UTC 2026","broken","Sun Mar 08 01:54:22 UTC 2026","","","",""
