"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","16227","Verify register a new user with success","Automation Exercise - Register User","Sun Mar 08 01:59:42 UTC 2026","broken","Sun Mar 08 01:59:58 UTC 2026","","","",""
